0;0;0;0;land;false;unknown;6
1;216;133;217;land;false;mountain;6
2;239;176;207;land;false;forest;7
3;249;136;144;land;false;desert;7
4;244;117;140;land;false;plains;5
5;172;195;197;land;false;hills;7
6;67;206;238;land;false;forest;3
7;204;244;149;land;true;plains;4
8;175;224;216;land;false;mountain;7
9;62;212;251;land;false;desert;6
10;212;184;129;land;false;plains;4
11;138;196;168;land;false;plains;5
12;217;143;178;land;false;forest;4
13;249;254;154;land;false;forest;4
14;176;149;237;land;true;mountain;4
15;234;134;175;land;true;desert;6
16;138;245;150;land;false;forest;4
17;31;225;246;land;false;mountain;4
18;211;196;112;land;false;plains;4
19;167;246;187;land;false;plains;5
20;103;215;241;land;false;mountain;7
21;149;238;117;land;false;plains;5
22;185;152;234;land;false;desert;7
23;194;214;230;land;false;forest;4
24;229;154;231;land;false;plains;3
25;236;225;117;land;false;forest;4
26;167;245;169;land;false;forest;4
27;166;221;199;land;false;forest;4
28;214;196;133;land;false;forest;3
29;190;132;234;land;false;hills;3
30;175;112;221;land;true;forest;4
31;223;225;158;land;false;plains;5
32;244;128;166;land;false;hills;7
33;161;185;175;land;false;plains;5
34;248;250;155;land;false;forest;4
35;122;242;140;land;false;plains;5
36;198;230;110;land;false;plains;5
37;180;238;217;land;true;plains;6
38;206;216;207;land;false;hills;7
39;211;164;211;land;false;plains;5
40;238;204;254;land;false;forest;4
41;244;212;191;land;true;forest;4
42;194;135;234;land;false;hills;7
43;167;190;198;land;false;forest;4
44;215;184;244;land;false;plains;5
45;106;203;254;land;false;mountain;6
46;159;223;188;land;false;plains;5
47;101;171;229;land;true;urban;2
48;222;163;207;land;false;forest;4
49;238;221;224;land;false;desert;3
50;188;117;223;land;false;plains;5
51;248;242;46;land;false;hills;7
52;168;150;223;land;false;mountain;7
53;203;202;228;land;false;plains;5
54;241;118;226;land;false;forest;4
55;190;213;121;land;false;hills;7
56;159;245;177;land;false;forest;4
57;171;199;139;land;true;plains;7
58;231;100;190;land;true;forest;3
59;193;254;238;land;true;plains;5
60;233;170;224;land;false;hills;7
61;246;186;234;land;false;desert;6
62;202;220;165;land;false;desert;7
63;174;194;162;land;false;mountain;7
64;214;94;242;land;false;forest;3
65;186;206;128;land;true;plains;7
66;68;246;223;land;true;plains;4
67;159;212;140;lake;false;lakes;6
68;156;222;222;land;false;forest;4
69;227;243;190;land;false;mountain;7
70;193;174;242;land;false;forest;4
71;236;192;153;land;true;plains;7
72;236;113;242;land;false;plains;4
73;222;178;114;land;false;forest;4
74;249;194;156;land;true;plains;7
75;226;136;167;land;false;plains;3
76;180;175;183;land;false;plains;5
77;201;128;253;land;true;hills;6
78;176;115;227;land;false;plains;5
79;230;220;163;land;false;hills;7
80;239;54;217;land;false;forest;3
81;241;105;215;land;false;plains;6
82;128;227;181;land;false;desert;6
83;166;160;223;land;false;mountain;7
84;110;236;250;land;true;plains;1
85;217;236;192;land;false;forest;4
86;239;247;122;land;false;plains;4
87;217;229;89;land;false;plains;5
88;233;214;234;land;false;plains;5
89;247;158;162;land;true;hills;6
90;196;246;98;land;false;plains;5
91;95;227;217;land;false;plains;7
92;147;197;205;land;false;plains;2
93;185;249;72;land;false;mountain;6
94;234;130;191;land;false;forest;4
95;229;220;212;land;false;mountain;7
96;206;121;187;land;false;plains;5
97;249;87;214;land;true;mountain;4
98;223;227;122;land;false;forest;2
99;244;154;141;land;false;hills;7
100;245;93;208;land;false;mountain;4
101;244;188;123;land;true;hills;6
102;229;175;170;land;true;forest;4
103;130;221;181;land;true;forest;3
104;137;231;133;land;false;forest;3
105;198;117;223;land;false;plains;5
106;241;175;104;land;false;mountain;2
107;186;244;191;land;false;plains;4
108;178;193;209;land;false;mountain;6
109;183;237;240;land;false;forest;4
110;253;198;173;land;false;forest;3
111;112;211;217;land;false;forest;4
112;225;165;136;land;false;hills;2
113;114;170;252;land;false;plains;7
114;232;199;226;land;false;hills;6
115;93;194;229;land;false;forest;4
116;226;199;150;land;false;mountain;6
117;217;190;117;land;false;desert;3
118;186;241;241;land;false;hills;3
119;135;222;168;land;false;plains;5
120;164;143;243;land;false;plains;5
121;254;97;168;land;false;plains;3
122;74;215;218;land;false;forest;3
123;222;101;238;land;false;hills;7
124;206;143;188;land;false;plains;5
125;254;205;102;land;false;hills;7
126;146;227;155;land;false;plains;4
127;246;77;233;land;false;forest;4
128;143;194;221;land;false;plains;5
129;83;221;209;land;false;forest;2
130;253;64;205;land;false;forest;4
131;214;229;84;land;false;desert;7
132;215;254;204;land;true;forest;2
133;223;81;244;land;false;plains;5
134;243;186;199;land;false;plains;4
135;130;236;230;land;false;forest;4
136;241;225;216;land;false;plains;4
137;193;164;166;land;false;hills;7
138;243;51;242;land;false;forest;5
139;230;157;123;land;false;plains;7
140;211;236;173;land;false;forest;4
141;210;217;144;land;false;plains;7
142;109;218;194;land;true;marsh;4
143;246;204;166;land;false;plains;4
144;231;177;205;land;false;desert;6
145;186;237;209;land;false;forest;3
146;196;184;136;land;false;desert;6
147;231;114;247;land;false;forest;4
148;166;200;199;land;false;desert;3
149;234;238;203;land;false;mountain;6
150;109;159;247;land;true;forest;4
151;228;173;180;land;false;plains;5
152;225;169;247;land;false;mountain;7
153;224;210;140;land;true;forest;2
154;161;231;196;land;false;forest;4
155;235;191;146;land;false;plains;5
156;209;220;117;land;false;hills;3
157;168;245;100;land;false;desert;7
158;124;203;199;land;true;forest;4
159;134;251;170;land;false;plains;5
160;182;129;208;land;false;mountain;4
161;247;57;230;land;false;desert;7
162;207;179;118;land;false;forest;4
163;248;108;159;land;false;plains;3
164;222;188;168;land;false;plains;5
165;213;119;175;land;false;marsh;3
166;245;222;120;land;true;plains;4
167;223;211;165;land;false;forest;4
168;181;194;239;land;false;desert;6
169;198;183;218;land;false;forest;2
170;91;188;247;land;false;plains;3
171;201;156;167;land;false;plains;2
172;118;153;232;land;false;mountain;7
173;237;196;140;land;false;plains;5
174;242;182;119;land;false;forest;4
175;99;234;243;land;false;plains;5
176;232;228;57;land;false;plains;3
177;144;222;178;land;false;plains;5
178;247;204;74;land;false;mountain;4
179;144;245;231;land;false;forest;4
180;199;129;201;land;false;hills;4
181;204;152;221;land;false;desert;6
182;187;180;230;land;false;forest;4
183;134;216;152;land;false;desert;6
184;204;123;244;land;false;forest;4
185;146;235;229;land;false;forest;4
186;222;236;197;land;false;forest;4
187;118;209;191;land;false;forest;4
188;162;172;200;land;false;forest;4
189;143;160;199;land;true;forest;2
190;142;204;192;land;false;mountain;4
191;163;143;237;land;false;mountain;4
192;190;230;230;land;false;forest;4
193;196;218;171;land;false;plains;4
194;191;224;145;land;false;forest;4
195;230;174;208;land;false;forest;2
196;169;143;221;land;false;forest;7
197;104;146;252;land;false;mountain;7
198;237;103;253;land;true;forest;7
199;184;127;218;land;true;forest;4
200;89;241;173;land;false;plains;5
201;122;239;177;land;false;forest;3
202;87;234;233;land;false;forest;3
203;243;92;202;land;true;marsh;6
204;220;242;96;land;false;forest;4
205;162;202;152;land;false;forest;4
206;224;145;201;land;true;plains;5
207;210;86;252;land;false;desert;6
208;158;220;242;land;false;desert;6
209;111;237;196;land;false;forest;4
210;224;172;204;land;false;desert;7
211;214;167;225;land;false;forest;4
212;229;145;158;land;false;marsh;3
213;229;155;121;land;true;hills;7
214;155;195;222;land;false;hills;6
215;250;136;140;land;false;forest;2
216;231;247;228;land;false;mountain;7
217;163;222;200;land;false;forest;4
218;163;170;187;land;true;urban;2
219;208;139;216;land;false;forest;3
220;223;213;149;land;false;forest;4
221;151;246;189;land;false;plains;5
222;99;249;245;land;false;forest;3
223;193;162;240;land;false;hills;7
224;142;254;185;land;false;plains;5
225;172;232;212;land;false;plains;5
226;222;189;254;land;false;forest;4
227;246;164;203;land;false;plains;4
228;226;249;44;land;false;plains;7
229;188;172;147;land;false;hills;6
230;249;185;107;land;true;forest;4
231;172;161;191;land;false;forest;7
232;58;242;211;land;false;mountain;7
233;165;188;200;land;false;desert;3
234;193;214;119;land;false;forest;4
235;220;107;175;land;false;desert;6
236;238;211;237;land;false;plains;4
237;162;252;153;land;false;forest;4
238;212;127;191;land;false;mountain;6
239;226;155;193;land;false;desert;6
240;136;186;231;land;false;mountain;2
241;238;17;253;land;false;plains;5
242;187;158;246;land;false;plains;7
243;224;211;252;land;false;mountain;7
244;243;101;251;land;false;mountain;6
245;207;230;106;land;false;forest;4
246;160;238;108;land;true;desert;6
247;211;133;206;land;false;hills;2
248;239;136;252;land;false;forest;4
249;209;151;215;land;false;plains;5
250;199;133;217;land;false;plains;3
251;188;80;253;land;false;plains;4
252;201;126;196;land;false;urban;5
253;181;239;139;land;false;plains;5
254;216;140;153;land;false;mountain;7
255;125;193;186;land;false;desert;3
256;83;247;248;land;false;forest;4
257;173;167;178;land;false;plains;5
258;243;252;114;land;false;desert;3
259;176;140;222;land;false;plains;4
260;246;99;232;land;false;hills;7
261;203;223;212;land;false;forest;4
262;134;220;211;land;false;forest;3
263;134;194;230;land;false;plains;5
264;165;193;217;land;false;mountain;4
265;186;246;103;land;false;plains;5
266;248;104;163;land;false;forest;4
267;250;189;167;land;false;forest;4
268;234;129;201;land;false;desert;6
269;151;237;199;land;false;forest;4
270;193;165;207;land;false;mountain;7
271;251;219;89;land;false;forest;4
272;241;108;211;land;true;marsh;1
273;208;143;234;land;false;plains;4
274;238;182;112;land;false;desert;6
275;147;232;226;land;false;hills;7
276;145;247;161;land;false;forest;3
277;236;245;34;land;false;desert;7
278;204;177;173;land;false;forest;3
279;141;162;234;land;true;forest;4
280;232;242;124;land;false;forest;4
281;155;210;183;land;true;forest;4
282;234;233;126;land;false;forest;3
283;205;211;173;land;false;plains;4
284;155;172;216;land;false;forest;3
285;164;149;198;land;false;forest;4
286;168;254;104;land;false;plains;5
287;81;231;204;land;true;marsh;1
288;233;177;222;land;true;forest;5
289;91;198;221;land;false;desert;7
290;182;130;231;land;false;forest;7
291;203;245;93;land;false;plains;5
292;218;234;162;land;false;plains;3
293;87;242;220;land;false;hills;5
294;226;178;123;land;false;forest;4
295;231;76;250;land;false;mountain;7
296;214;254;172;land;false;plains;5
297;189;223;142;land;false;hills;6
298;222;216;77;land;true;marsh;1
299;187;247;239;land;false;plains;5
300;115;191;230;land;false;forest;4
301;234;252;227;land;false;plains;4
302;234;232;170;land;false;forest;4
303;170;135;212;land;false;plains;5
304;247;122;249;land;false;plains;4
305;112;205;248;land;false;hills;6
306;238;246;223;land;false;forest;3
307;181;129;232;land;false;plains;2
308;167;138;197;land;false;plains;5
309;245;32;230;land;false;plains;5
310;168;248;119;land;false;plains;7
311;190;207;136;land;false;urban;3
312;171;105;232;land;false;forest;4
313;167;199;189;land;false;desert;7
314;115;238;228;land;false;urban;5
315;195;198;208;land;true;plains;5
316;227;240;239;land;false;mountain;7
317;174;246;187;land;false;marsh;3
318;169;189;232;land;false;plains;5
319;230;213;205;land;true;forest;4
320;248;206;243;land;false;mountain;7
321;107;252;152;land;false;forest;4
322;238;194;86;land;false;mountain;7
323;224;138;174;land;false;forest;3
324;126;227;230;land;true;urban;1
325;232;171;243;land;false;desert;3
326;172;148;189;land;false;plains;7
327;173;185;240;land;false;plains;5
328;243;178;121;land;false;plains;3
329;205;253;220;land;false;forest;4
330;227;168;219;land;false;mountain;7
331;209;240;245;land;false;plains;4
332;82;204;233;land;false;plains;4
333;149;227;215;land;false;plains;5
334;224;202;176;land;false;plains;7
335;248;158;182;land;false;plains;5
336;183;238;131;land;false;forest;4
337;201;219;253;land;true;plains;4
338;230;214;190;land;true;forest;4
339;240;149;125;land;true;forest;1
340;137;172;227;land;false;forest;2
341;243;132;202;land;false;plains;4
342;188;172;164;land;false;desert;7
343;244;227;170;land;false;mountain;4
344;153;251;199;land;false;plains;2
345;229;126;149;land;false;mountain;7
346;97;168;247;land;false;forest;4
347;66;248;237;land;false;hills;7
348;239;142;245;land;true;forest;1
349;200;119;249;land;false;forest;4
350;195;91;227;land;false;plains;5
351;185;245;248;land;true;marsh;1
352;200;254;100;land;false;forest;4
353;222;228;169;land;true;forest;4
354;171;235;184;land;false;plains;5
355;230;67;241;land;false;forest;4
356;184;198;252;land;false;plains;5
357;156;147;203;land;false;forest;4
358;215;215;223;land;false;forest;2
359;231;209;231;land;true;forest;4
360;214;250;203;land;false;mountain;7
361;254;118;151;land;false;desert;6
362;225;230;190;land;false;hills;7
363;192;145;211;land;false;plains;5
364;222;149;196;land;true;mountain;4
365;181;252;98;land;false;plains;5
366;250;73;183;land;false;forest;4
367;234;177;223;land;false;plains;5
368;210;121;190;land;false;desert;7
369;108;249;239;land;false;plains;4
370;253;109;169;land;false;forest;4
371;191;235;86;land;false;hills;7
372;211;196;118;land;false;forest;3
373;168;176;213;land;true;mountain;4
374;232;158;233;land;false;mountain;7
375;166;244;184;land;false;mountain;7
376;175;200;164;land;false;hills;7
377;252;41;218;land;false;plains;3
378;166;194;250;land;true;urban;2
379;242;160;236;land;false;forest;1
380;233;250;28;land;false;mountain;7
381;111;178;238;land;false;mountain;7
382;248;245;146;land;false;plains;3
383;193;249;154;land;false;plains;7
384;185;120;202;land;false;forest;4
385;99;241;165;land;false;plains;5
386;172;208;185;land;false;forest;3
387;171;206;156;land;false;forest;2
388;186;233;95;land;false;plains;5
389;114;254;134;land;false;plains;5
390;35;242;239;land;false;forest;3
391;164;226;227;land;true;forest;4
392;228;105;242;land;true;hills;6
393;164;210;173;land;true;mountain;4
394;220;116;191;land;false;plains;5
395;75;252;249;land;false;forest;6
396;226;165;182;land;false;desert;7
397;137;228;143;land;false;mountain;7
398;192;194;253;land;true;plains;2
399;198;232;158;land;false;plains;5
400;240;237;51;land;false;hills;7
401;228;225;131;land;false;mountain;7
402;249;237;167;land;false;plains;5
403;232;142;181;land;false;forest;4
404;148;195;227;land;false;hills;7
405;230;192;196;land;false;hills;7
406;161;250;240;land;false;plains;3
407;238;103;215;land;false;hills;4
408;201;208;102;land;false;forest;4
409;142;199;173;land;false;mountain;7
410;180;245;144;land;false;desert;3
411;154;243;122;land;false;forest;4
412;134;193;206;land;false;forest;4
413;149;178;222;land;false;forest;4
414;78;186;247;land;false;desert;6
415;226;159;243;land;true;forest;5
416;193;231;141;land;false;forest;3
417;185;163;239;land;false;mountain;6
418;210;80;243;land;true;plains;4
419;236;34;249;land;false;forest;4
420;158;241;170;land;false;mountain;7
421;132;190;204;land;false;hills;7
422;128;237;180;land;false;hills;7
423;247;155;200;land;false;mountain;2
424;137;198;177;land;false;hills;7
425;123;202;194;land;false;mountain;6
426;198;159;152;land;false;forest;4
427;240;52;216;land;false;mountain;4
428;239;120;250;land;false;plains;5
429;254;210;58;land;true;plains;4
430;245;83;176;land;false;desert;7
431;253;143;113;land;false;mountain;6
432;237;113;233;land;false;forest;4
433;171;103;246;land;false;mountain;2
434;228;195;222;land;false;hills;7
435;147;162;239;land;false;plains;5
436;170;118;239;land;false;hills;4
437;152;233;130;land;false;plains;4
438;216;238;50;land;false;mountain;7
