1;arms_factory;59.00;17.80;2762.00;6.01;0
1;arms_factory;519.00;16.75;2713.00;2.40;0
1;arms_factory;36.00;14.28;2683.00;3.96;0
1;arms_factory;146.00;16.43;2533.00;1.80;0
1;arms_factory;96.00;14.30;2643.00;3.00;0
1;arms_factory;445.00;15.00;2718.00;0.84;0
1;industrial_complex;221.00;14.07;2665.00;2.40;0
1;industrial_complex;60.00;17.80;2758.00;5.07;0
1;industrial_complex;113.00;11.10;2589.00;1.45;0
1;industrial_complex;47.00;14.98;2678.00;4.47;0
1;industrial_complex;134.00;13.73;2527.00;0.85;0
1;industrial_complex;5.00;17.77;2786.00;3.51;0
1;air_base;204.00;14.35;2717.00;1.35;0
1;naval_base;39.00;9.50;2583.00;0.99;12043
1;naval_base;99.00;10.85;2524.00;-1.43;10866
1;naval_base;5.00;13.00;2703.00;-2.09;0
1;naval_base;70.00;10.20;2594.00;-1.05;12043
1;naval_base;163.00;15.15;2523.00;0.34;12379
1;naval_base;19.00;10.43;2649.00;-1.50;0
1;naval_base;9.00;11.70;2652.00;0.00;0
1;naval_base;108.00;12.65;2583.00;-1.02;12043
1;naval_base;83.00;10.40;2632.00;-0.07;12043
1;naval_base;24.00;14.28;2733.00;-0.24;0
1;naval_base;78.00;10.78;2534.00;-0.79;10866
1;naval_base;116.00;10.98;2568.00;-2.86;12043
1;naval_base;84.00;11.30;2579.00;-2.63;12043
1;bunker;112.00;11.38;2514.00;5.74;0
1;bunker;521.00;17.43;2684.00;3.58;0
1;bunker;309.00;13.23;2702.00;5.14;0
1;bunker;434.00;16.68;2794.00;1.52;0
1;bunker;480.00;16.20;2722.00;4.19;0
1;bunker;165.00;15.10;2761.00;2.03;0
1;bunker;359.00;14.00;2701.00;5.05;0
1;bunker;53.00;13.80;2648.00;6.25;0
1;bunker;173.00;17.02;2538.00;4.09;0
1;bunker;233.00;14.12;2750.00;0.47;0
1;bunker;595.00;13.85;2759.00;2.04;0
1;bunker;539.00;16.85;2674.00;4.70;0
1;bunker;565.00;15.15;2722.00;2.54;0
1;bunker;578.00;15.60;2657.00;3.74;0
1;bunker;151.00;13.12;2771.00;0.48;0
1;bunker;466.00;16.83;2745.00;3.14;0
1;bunker;73.00;17.80;2795.00;5.81;0
1;bunker;363.00;15.15;2734.00;2.54;0
1;bunker;446.00;14.40;2744.00;5.21;0
1;bunker;241.00;14.28;2658.00;1.59;0
1;bunker;421.00;13.48;2802.00;4.25;0
1;bunker;489.00;13.95;2651.00;0.99;0
1;bunker;246.00;13.93;2618.00;3.66;0
1;bunker;374.00;13.57;2665.00;0.04;0
1;bunker;130.00;11.85;2726.00;2.70;0
1;bunker;206.00;13.45;2662.00;5.72;0
1;bunker;120.00;11.50;2567.00;0.64;0
1;bunker;229.00;14.53;2710.00;4.76;0
1;bunker;186.00;15.78;2532.00;2.61;0
1;bunker;291.00;17.20;2793.00;2.71;0
1;bunker;123.00;14.68;2594.00;0.55;0
1;bunker;107.00;10.95;2539.00;3.21;0
1;bunker;37.00;12.50;2618.00;4.77;0
1;bunker;481.00;14.53;2813.00;1.16;0
1;bunker;63.00;10.90;2575.00;5.28;0
1;bunker;307.00;15.78;2775.00;0.20;0
1;bunker;505.00;13.15;2788.00;3.22;0
1;bunker;544.00;13.15;2781.00;5.88;0
1;bunker;331.00;14.03;2661.00;2.26;0
1;bunker;194.00;17.80;2809.00;0.11;0
1;bunker;236.00;16.75;2686.00;1.67;0
1;bunker;384.00;13.20;2772.00;5.79;0
1;bunker;217.00;16.02;2589.00;0.71;0
1;bunker;586.00;16.40;2668.00;4.83;0
1;bunker;396.00;14.50;2737.00;0.11;0
1;bunker;24.00;17.77;2766.00;2.78;0
1;bunker;84.00;14.12;2596.00;5.44;0
1;bunker;87.00;12.60;2721.00;2.17;0
1;bunker;433.00;13.20;2654.00;3.38;0
1;bunker;441.00;13.90;2680.00;1.22;0
1;bunker;320.00;15.78;2780.00;5.34;0
1;bunker;8.00;12.50;2663.00;5.45;0
1;bunker;236.00;15.20;2751.00;3.29;0
1;bunker;104.00;16.00;2628.00;5.95;0
1;bunker;164.00;14.10;2639.00;2.33;0
1;bunker;164.00;14.53;2700.00;3.89;0
1;bunker;303.00;15.45;2662.00;1.73;0
1;bunker;25.00;13.65;2702.00;4.40;0
1;bunker;534.00;15.20;2739.00;0.78;0
1;bunker;211.00;16.70;2594.00;2.34;0
1;bunker;120.00;14.82;2691.00;0.18;0
1;bunker;298.00;14.40;2728.00;2.84;0
1;bunker;139.00;17.23;2580.00;5.50;0
1;bunker;576.00;13.18;2808.00;2.24;0
1;bunker;95.00;14.73;2627.00;3.45;0
1;bunker;386.00;15.62;2714.00;1.29;0
1;bunker;419.00;17.10;2811.00;2.85;0
1;coastal_bunker;116.00;12.10;2570.00;-2.86;0
1;coastal_bunker;107.00;10.73;2584.00;-1.02;0
1;coastal_bunker;17.00;9.90;2714.00;-2.09;0
1;coastal_bunker;166.00;9.50;2517.00;0.34;0
1;coastal_bunker;9.00;11.70;2652.00;0.00;0
1;coastal_bunker;90.00;11.60;2587.00;-1.05;0
1;coastal_bunker;27.00;10.48;2587.00;-0.63;0
1;coastal_bunker;83.00;9.82;2579.00;-2.63;0
1;coastal_bunker;110.00;11.50;2480.00;-0.34;0
1;coastal_bunker;11.00;11.05;2649.00;-1.50;0
1;coastal_bunker;17.00;10.85;2722.00;-0.24;0
1;coastal_bunker;78.00;10.60;2541.00;-0.79;0
1;coastal_bunker;69.00;11.48;2622.00;-0.07;0
1;dockyard;23.00;9.93;2591.00;-0.63;0
1;anti_air_building;158.00;13.62;2711.00;5.08;0
1;anti_air_building;532.00;18.25;2639.00;2.92;0
1;anti_air_building;343.00;15.03;2747.00;5.58;0
1;synthetic_refinery;211.00;16.43;2578.00;1.96;0
1;fuel_silo;125.00;17.80;2789.00;4.98;0
1;radar_station;303.00;14.95;2646.00;3.04;0
1;rocket_site;28.00;13.03;2727.00;4.03;0
1;nuclear_reactor;125.00;14.32;2651.00;0.41;0
2;arms_factory;462.00;15.05;2243.00;3.96;0
2;arms_factory;407.00;13.53;2611.00;1.80;0
2;arms_factory;170.00;15.15;2474.00;3.00;0
2;arms_factory;347.00;16.70;2347.00;0.84;0
2;arms_factory;241.00;13.60;2424.00;2.40;0
2;arms_factory;320.00;17.18;2439.00;5.07;0
